HORMÔNIO ANTIDIURÉTICO (VASOPRESSINA);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HORMÔNIO DO CRESCIMENTO (HGH);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HORMÔNIO FOLÍCULO ESTIMULANTE (FSH);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HORMÔNIO GONADOTRÓFICO CORIÔNICO QUANTITATIVO (HCG-BETA-HCG);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HORMÔNIO LUTEINIZANTE (LH);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HORMÔNIO TIREOESTIMULANTE (TSH);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
IGFBP3, PROTEÍNA DE LIGAÇÃO AO FATOR DE CRESCIMENTO SEMELHANTE À INSULINA - 3;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ÍNDICE DE TIROXINA LIVRE (ITL);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
INSULINA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
MACROPROLACTINA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
N-TELOPEPTÍDEO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
OSTEOCALCINA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PARATORMÔNIO - PTH;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PEPTÍDEO C;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PREGNANDIOL;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROGESTERONA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROLACTINA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RENINA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
SOMATOMEDINA C (IGF1);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
SULFATO DE DEHIDROEPIANDROSTERONA (S-DHEA);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
T3 LIVRE;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
T3 RETENÇÃO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
T3 REVERSO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
T4 LIVRE;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TESTE DE ESTÍMULO DA PROLACTINA APÓS TRH;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TESTE DE ESTÍMULO DO TSH APÓS TRH;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TESTE DIAGNÓSTICO DO DIABETES INSÍPIDUS (TESTE DE PRIVAÇÃO HÍDRICA, SEGUIDO DE ADMINISTRAÇÃO DE DESMOPRESSINA (DDAVP) E INFUSÃO DE SOLUÇÃO SALINA HIPERTÔNICA (3%));N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TESTOSTERONA LIVRE;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TESTOSTERONA TOTAL;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TIREOGLOBULINA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TIROXINA (T4);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TRIIODOTIRONINA (T3);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;ENDOCRINOLOGIA LABORATORIAL;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ACETILCOLINA, ANTICORPOS BLOQUEADOR ANTI-RECEPTOR;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ACETILCOLINA, ANTICORPOS  LIGADOR ANTI-RECEPTOR;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ACETILCOLINA, ANTICORPOS MODULADOR ANTI-RECEPTOR;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ADENOVÍRUS, IGG;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ADENOVÍRUS, IGM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
AQUAPORINA 4 (AQP4) - PESQUISA E/OU DOSAGEM (COM DIRETRIZ DE UTILIZAÇÃO);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;117.0;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTICORPOS ANTI-INFLUENZA A, IGG - PESQUISA E/OU DOSAGEM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTICORPOS ANTI-INFLUENZA A, IGM - PESQUISA E/OU DOSAGEM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTICORPOS ANTI-INFLUENZA B, IGG - PESQUISA E/OU DOSAGEM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTICORPOS ANTI-INFLUENZA B, IGM - PESQUISA E/OU DOSAGEM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANÁLISE DE MULTÍMEROS PARA PACIENTES COM DOENÇA DE VON WILLEBRAND;N/A;N/A;N/A;AMB;HCO;HSO;REF;PAC;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTI-ACTINA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTICARDIOLIPINA - IGA / IGG / IGM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTICENTRÔMERO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTICOAGULANTE LÚPICO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTICORPOS ANTI PEPTÍDEO CÍCLICO CITRULINADO - IGG (ANTI CCP) - COM DIRETRIZ DE UTILIZAÇÃO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;4.0;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTICORPOS ANTIDIFTERIA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTICORPO ANTI-RECEPTOR DE TSH (TRAB);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTICORPO ANTIVÍRUS DA HEPATITE E (TOTAL);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTICORPOS ANTIENDOMÍSIO, IGA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTICORPOS ANTI-ILHOTA DE LANGERHANS;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTICORPOS ANTIINSULINA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTICORPOS ANTIPNEUMOCOCO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTICORPOS ANTITÉTANO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTICORPOS ANTITIREÓIDE (TIREOGLOBULINA);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTICORPOS ANTITRANSGLUTAMINASE - IGA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTICORTEX SUPRA-RENAL;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTI-DNA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTIESCLERODERMA (SCL 70);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTIESTREPTOLISINA O (ASLO);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTI-GAD;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTÍGENO AUSTRÁLIA (HBsAG);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTÍGENO CARCINOEMBRIOGÊNICO (CEA);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTÍGENOS DE ASPERGILLUS GALACTOMANNAN;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTÍGENO ESPECÍFICO PROSTÁTICO LIVRE (PSA LIVRE);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTÍGENO ESPECÍFICO PROSTÁTICO TOTAL (PSA);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTÍGENO NS1 DO VÍRUS DA DENGUE, PESQUISA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTIGLIADINA (GLÚTEN) - IGA / IGG;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTI-JO1;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTI-LA/SSB;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTI-LKM-1;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTIMEMBRANA BASAL;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTIMICROSSOMAL;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTIMITOCONDRIA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTIMITOCONDRIA, M2;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTIMÚSCULO CARDÍACO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTIMÚSCULO ESTRIADO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTIMÚSCULO LISO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTINEUTRÓFILOS (ANCA) C;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTINEUTRÓFILOS (ANCA) P;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTIPARIETAL;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTIPEROXIDASE TIREOIDEANA (ANTI-TPO);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTI-RNP;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTI-RO/SSA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANTI-Sm;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ASPERGILLUS, ANTICORPOS;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
AVIDEZ DE IGG PARA TOXOPLASMOSE (COM DIRETRIZ DE UTILIZAÇÃO);N/A;N/A;N/A;AMB;HCO;HSO;REF;PAC;6.0;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
BETA-2-MICROGLOBULINA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
BIOTINIDASE ATIVIDADE DA, QUALITATIVO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
BORRELIOSE DE LYME - IGG;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
BORRELIOSE DE LYME - IGM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
BRUCELA - IGG / IGM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
C1Q;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CA 125;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CA 15-3;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CA 19-9;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CA 72-4;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CADEIAS LEVES LIVRES KAPPA/LAMBDA, DOSAGEM, SANGUE;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CANDIDA ALBICANS, ANTICORPOS IGG E/ OU IGM E/ OU TOTAIS;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CAXUMBA, IGG E/OU IGM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CHAGAS IGG / IGM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CHIKUNGUNYA, ANTICORPOS;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CHLAMYDIA PNEUMONIAE, IGG / IGM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CHLAMYDIA PSITTACI, IGG / IGM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CHLAMYDIA TRACHOMATIS, IGG / IGM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
